,Ave AirTemp (degC),Ave Humidity (%),Min WndSpd (m/s),Ave WndSpd (m/s),Max WndSpd (m/s),Ave WndDir (deg),Ave Sigma (deg),Total Rain (mm),Ave GSR (w/m�),Min Battery (V),Ave Battery (V),Max Battery (V),Ave DeltaT (degC)
20140917093500,16.2,83.8,0.59,1.82,3.73,358.9,37,0,55,13.1,13.1,13.1,1.7
20140917094000,16.2,83.9,0.14,1.33,2.83,342.3,38.2,0,58,13.1,13.1,13.2,1.7
20140917094500,16.4,83.6,0,0.89,2.68,342.1,22.8,0,57,13.1,13.1,13.2,1.7
20140917095000,16.4,83.2,0.14,1.24,2.83,348.6,25.3,0,70,13.2,13.2,13.2,1.7
20140917095500,16.5,83.1,0,0.97,2.53,333.3,40.1,0,75,13.2,13.3,13.3,1.8
20140917100000,16.5,82.8,0,1.16,3.13,343.4,39.8,0,78,13.3,13.3,13.3,1.8
20140917100500,16.4,83.1,0.14,1.52,3.87,339.5,19.3,0,96,13.2,13.3,13.4,1.8
20140917101000,16.5,83,0.29,1.53,3.28,359.7,31,0,99,13.4,13.5,13.5,1.8
20140917101500,16.5,82.9,0.44,1.71,3.43,341.5,30.8,0,105,13.5,13.5,13.6,1.8
20140917102000,16.4,82.9,0.14,1.85,4.48,339.2,23.1,0,91,13.5,13.6,13.6,1.8
20140917102500,16.4,83,0.44,2.07,5.22,337.6,29,0,110,13.5,13.6,13.6,1.8
20140917103000,16.4,82.9,0.14,1.31,4.17,334.8,30,0,120,13.6,13.6,13.6,1.8
20140917103500,16.5,82.5,0.29,1.66,3.73,345.1,32.2,0,114,13.6,13.6,13.6,1.8
20140917104000,16.6,82.3,0,1.37,3.87,335.2,21.2,0,101,13.6,13.6,13.6,1.9
20140917104500,16.6,82.2,0.59,1.95,5.52,342.1,29.4,0,135,13.6,13.7,13.7,1.9
20140917105000,16.6,82.3,0.14,1.35,4.17,14.7,49.4,0,144,13.7,13.7,13.7,1.9
20140917105500,16.6,82,0.14,1.3,3.28,24.2,61.3,0,123,13.7,13.7,13.7,1.9
20140917110000,16.6,82.4,0,0.96,2.68,31,55.8,0,115,13.7,13.7,13.7,1.8
20140917110500,16.6,82.1,0.14,1.53,3.43,349.6,52.5,0,101,13.5,13.6,13.7,1.9
20140917111000,16.7,81.5,0.14,1.39,3.73,4.5,50.9,0,117,13.6,13.6,13.7,1.9
20140917111500,16.6,81.7,0.14,2.27,4.48,341.2,21.4,0,108,13.6,13.6,13.7,1.9
20140917112000,16.6,82,0.44,1.93,4.48,352.7,34.1,0,111,13.6,13.6,13.7,1.9
20140917112500,16.8,81.5,0.14,1.16,3.28,330.8,27.6,0,126,13.6,13.7,13.7,2
20140917113000,16.8,81.2,0.29,1.68,4.03,347.3,32,0,120,13.7,13.7,13.7,2
20140917113500,16.9,81.4,0.14,1,2.68,336.2,31.9,0,121,13.7,13.7,13.7,2
20140917114000,16.8,81.4,0.74,2.11,4.77,341.6,29.3,0,130,13.7,13.7,13.7,2
20140917114500,16.8,81.7,0.59,2.33,4.92,335.9,27.3,0,128,13.7,13.7,13.7,1.9
20140917115000,16.9,81.6,0,1.5,3.13,7.9,39.8,0,141,13.6,13.7,13.7,1.9
20140917115500,17.1,81,0,0.75,2.24,16,49,0,149,13.7,13.7,13.7,2
20140917000000,17.3,80.6,0,1.18,3.58,16.9,44.7,0,168,13.7,13.8,13.8,2.1
20140917000500,17.3,80.7,0.14,1.32,2.98,328.1,33.9,0,169,13.7,13.8,13.8,2.1
20140917001000,17.2,80.9,0.29,1.73,3.43,344,25.7,0,160,13.8,13.8,13.8,2
20140917001500,17.3,81.1,0.29,1.35,3.28,7,39.6,0,156,13.7,13.7,13.8,2
20140917002000,17.3,81.1,0.14,1.26,3.58,0.6,61.3,0,144,13.7,13.7,13.7,2
20140917002500,17.4,81.2,0,0.88,3.28,352.5,76.1,0,125,13.7,13.7,13.7,2
20140917003000,17.4,81.1,0.14,1.07,3.43,352.4,24.8,0,118,13.7,13.7,13.7,2
20140917003500,17.5,81,0.29,1.6,3.87,357.4,53.7,0,112,13.7,13.7,13.7,2
20140917004000,17.5,81.1,0,1.05,2.98,354.4,45.7,0,111,13.7,13.7,13.7,2
20140917004500,17.5,80.9,0.29,1.53,4.77,322.6,29.9,0,117,13.7,13.7,13.7,2.1
20140917005000,17.5,81.1,0.29,1.52,4.92,345.8,36.3,0,111,13.7,13.7,13.7,2
20140917005500,17.5,80.8,0.29,1.4,3.13,341.7,36.4,0,97,13.6,13.6,13.7,2.1
20140917010000,17.7,80.6,0.14,1.12,3.13,358,50,0,106,13.7,13.7,13.7,2.1
20140917010500,17.8,80,0.14,0.93,2.24,3.3,35.6,0,117,13.5,13.7,13.7,2.2
20140917011000,17.8,80,0,1.14,3.13,338.3,52.1,0,117,13.7,13.7,13.7,2.2
20140917011500,17.8,79.9,0.74,2.18,4.32,343.8,29.3,0,131,13.7,13.7,13.8,2.2
20140917012000,17.9,79.9,0.14,0.93,2.53,343.5,48.6,0,149,13.7,13.8,13.8,2.2
20140917012500,18,79.5,0.14,1.47,3.73,348.7,30.9,0,158,13.8,13.8,13.9,2.2
20140917013000,18.1,78.7,0,1.33,4.03,341.3,51.9,0,263,13.9,13.9,14,2.3
20140917013500,18.5,76.9,0,1.03,3.13,321.6,23.5,0,310,13.9,13.9,13.9,2.6
20140917014000,18.6,76.6,0.14,1.68,3.87,339.4,50.5,0,354,13.9,13.9,13.9,2.6
20140917014500,18.7,75.6,0.59,2.05,4.17,342.2,37.3,0,341,13.9,13.9,13.9,2.7
20140917015000,18.6,75.3,0,1.45,3.73,345.8,27.6,0,310,13.9,13.9,13.9,2.8
20140917015500,18.8,75.2,0.14,1.24,3.58,356.8,32.5,0,325,13.9,13.9,13.9,2.8
20140917020000,19,74.3,0.14,1.74,3.58,344.8,39.1,0,370,13.9,13.9,13.9,2.9
20140917020500,18.9,74.9,0.14,1.45,2.68,347.9,32.5,0,344,13.8,13.9,13.9,2.8
20140917021000,19,74.6,0.14,1.64,3.43,326.3,20.8,0,288,13.8,13.9,13.9,2.9
20140917021500,18.9,75.1,0.29,1.64,3.28,330.1,26.7,0,294,13.8,13.9,13.9,2.8
20140917022000,19,74.4,0.44,2.41,4.62,341.4,22.2,0,359,13.8,13.9,13.9,2.9
20140917022500,19.2,73.9,0,2.03,5.97,339.1,21.1,0,347,13.8,13.8,13.9,3
20140917023000,19.1,74,0.29,1.73,5.22,341.3,32.6,0,273,13.8,13.8,13.9,3
20140917023500,19.3,73.3,0.29,1.37,3.28,349.2,34.8,0,312,13.8,13.8,13.8,3.1
20140917024000,19.3,73.1,0.44,1.84,3.58,340.8,33.1,0,315,13.8,13.8,13.8,3.1
20140917024500,19.3,73.3,0.29,2.22,4.77,338.9,33.8,0,373,13.8,13.8,13.8,3.1
20140917025000,19.4,72.7,0.59,2.38,4.48,335.6,27.1,0,346,13.8,13.8,13.8,3.1
20140917025500,19.5,72.6,0.29,1.75,3.58,344.6,27.7,0,279,13.8,13.8,13.8,3.2
20140917030000,19.5,72.8,0.29,2.12,4.17,336.9,17.7,0,227,13.8,13.8,13.8,3.1
20140917030500,19.5,72.4,0.44,1.91,4.62,343.5,29.4,0,279,13.8,13.8,13.8,3.2
20140917031000,19.5,72.4,0.89,2.44,5.82,341.8,28.9,0,236,13.8,13.8,13.9,3.2
20140917031500,19.6,72.4,0.44,2.38,5.52,334.8,20.8,0,294,13.8,13.8,13.9,3.2
20140917032000,19.6,72.1,0.59,2.21,5.52,334.7,39.7,0,244,13.8,13.8,13.9,3.2
20140917032500,19.7,71.5,0.14,1.3,2.68,341.3,34.8,0,249,13.8,13.8,13.9,3.3
20140917033000,19.9,70.9,0.14,1.19,2.68,345.8,29.9,0,279,13.8,13.8,13.9,3.4
20140917033500,20,70.7,0.14,2.32,4.62,337,20.9,0,238,13.8,13.8,13.9,3.4
20140917034000,19.9,71.2,0.14,1.96,4.17,345,37.2,0,186,13.8,13.9,13.9,3.4
20140917034500,20,70.7,0.59,1.71,3.43,341.3,47.2,0,189,13.8,13.9,13.9,3.4
20140917035000,20,70.3,0.29,1.55,3.28,354.9,34.3,0,188,13.8,13.9,13.9,3.5
20140917035500,20,70.3,0.44,1.57,3.87,350.6,34.7,0,183,13.9,13.9,13.9,3.5
20140917040000,20,70.3,0.14,1.58,3.58,336.7,27.4,0,194,13.8,13.9,13.9,3.5
20140917040500,20.1,70.2,0.14,0.96,2.53,357.7,28.2,0,181,13.7,13.8,13.9,3.5
20140917041000,20.3,69.7,0,1.28,3.58,339.9,18.7,0,186,13.8,13.9,13.9,3.6
20140917041500,20.2,69.9,0.29,1.67,3.43,342.4,28.8,0,209,13.8,13.9,13.9,3.6
20140917042000,20.3,69.7,0,1.07,3.13,28.3,73.5,0,237,13.8,13.9,13.9,3.6
20140917042500,20.4,69.3,0.14,1.35,2.98,325.1,31.6,0,213,13.8,13.9,13.9,3.7
20140917043000,20.3,69.6,0.44,2.29,4.17,336.2,18,0,201,13.8,13.9,13.9,3.6
20140917043500,20.2,69.9,0.44,1.84,3.87,347.8,26.3,0,207,13.8,13.9,13.9,3.6
20140917044000,20.3,69.8,0.44,2.15,4.03,352.2,35.6,0,195,13.8,13.9,13.9,3.6
20140917044500,20.4,69.3,0.14,1.3,3.43,2.3,27.4,0,182,13.8,13.9,13.9,3.7
20140917045000,20.4,69.4,0.44,1.7,4.48,342.9,39.6,0,183,13.9,13.9,13.9,3.6
20140917045500,20.3,69.8,0.29,1.85,5.07,343.5,25.6,0,175,13.9,13.9,13.9,3.6
20140917050000,20.2,69.8,0,1.49,4.92,356.5,55.8,0,166,13.9,13.9,13.9,3.6
20140917050500,20.2,69.7,0.29,2.01,4.48,345.1,30.5,0,156,13.6,13.8,13.9,3.6
20140917051000,20.1,70.1,0.44,1.95,3.58,345.3,33.5,0,149,13.8,13.9,13.9,3.5
20140917051500,20.1,70,0.29,1.43,3.58,346.6,35.9,0,145,13.9,13.9,13.9,3.5
20140917052000,20.2,69.8,0.29,1.4,3.58,339.8,42.6,0,134,13.9,13.9,13.9,3.6
20140917052500,20.1,69.8,0.44,1.96,3.58,347.2,27.1,0,125,13.8,13.9,13.9,3.6
20140917053000,20.1,70,0.14,1.46,4.17,349.6,28.7,0,117,13.9,13.9,13.9,3.5
20140917053500,20.1,70.2,0.29,1.26,2.98,338.8,56.1,0,110,13.8,13.9,13.9,3.5
20140917054000,20.1,70.4,0.14,1.4,3.28,342.3,23.3,0,102,13.9,13.9,13.9,3.5
20140917054500,20.1,70.5,0.14,1.76,4.03,345.8,28.9,0,95,13.9,13.9,13.9,3.5
20140917055000,20.1,70.6,0.14,1.17,2.38,350.4,38,0,91,13.7,13.9,13.9,3.5
20140917055500,20.1,70.8,0,1.21,2.98,337.5,18.1,0,83,13.9,13.9,13.9,3.4
20140917060000,20.1,71,0,0.94,2.53,16.8,58.9,0,76,13.9,13.9,13.9,3.4
20140917060500,20,71.3,0,1.16,3.43,345.6,20.8,0,67,13.5,13.6,13.9,3.4
20140917061000,20,71.6,0.14,1.66,3.87,349.1,36.3,0,59,13.6,13.7,13.7,3.3
20140917061500,20,71.7,0.14,1.79,3.73,340.5,29.6,0,52,13.5,13.6,13.6,3.3
20140917062000,20,71.8,0.14,1.24,3.73,342.1,45.5,0,45,13.5,13.5,13.5,3.3
20140917062500,20,71.9,0.29,1.58,3.87,351.8,30.1,0,38,13.4,13.5,13.5,3.3
20140917063000,19.9,72.4,0.44,2.1,3.87,341.8,29.5,0,34,13.4,13.4,13.5,3.2
20140917063500,19.8,72.6,0.44,2.29,4.62,345.3,30.6,0,30,13.4,13.4,13.4,3.2
20140917064000,19.9,72.7,0.14,1.7,4.48,346.3,29.1,0,25,13.3,13.4,13.4,3.2
20140917064500,19.9,72.9,0.44,1.89,3.73,338.1,21.4,0,20,13.3,13.3,13.3,3.2
20140917065000,19.8,73.1,0.29,1.69,3.58,355.6,33.2,0,15,13.3,13.3,13.3,3.1
20140917065500,19.8,73.1,0.74,1.61,3.43,343.5,37.3,0,11,13.3,13.3,13.3,3.1
20140917070000,19.8,73.4,0,1.97,4.32,343,43.8,0,7,13.2,13.3,13.3,3.1
20140917070500,19.8,73.4,0.14,1.78,4.92,346.6,27.4,0,4,13.2,13.2,13.3,3.1
20140917071000,19.8,73.6,0.29,1.73,4.32,352.4,29.3,0,1,13.2,13.3,13.3,3.1
20140917071500,19.8,73.7,0.59,2.12,3.87,348.8,30.4,0,1,13.2,13.2,13.3,3.1
20140917072000,19.8,73.8,0.29,1.2,2.38,345.7,38.2,0,1,13.2,13.2,13.2,3
20140917072500,19.7,74,0.14,1.35,4.17,349.6,49.5,0,1,13.2,13.2,13.2,3
20140917073000,19.7,74.1,0.14,1.5,3.73,339.8,21.4,0,1,13.2,13.2,13.2,3
20140917073500,19.7,74.2,0.14,1.25,3.43,338.7,38.6,0,1,13.2,13.2,13.2,3
20140917074000,19.7,74.3,0.14,1.38,2.68,347.9,30.3,0,1,13.2,13.2,13.2,3
20140917074500,19.6,74.6,0.14,1.52,5.37,356.2,48,0,1,13.2,13.2,13.2,2.9
20140917075000,19.6,74.8,0.29,1.56,4.32,343.7,28.8,0,1,13.2,13.2,13.2,2.9
20140917075500,19.5,75.2,0,0.94,2.53,337.5,27.1,0,1,13.2,13.2,13.2,2.9
20140917080000,19.5,75.5,0,1.04,2.53,3.6,36,0,1,13.2,13.2,13.2,2.8
20140917080500,19.4,75.7,0,1.09,3.13,333.3,14.1,0,1,13.1,13.2,13.2,2.8
20140917081000,19.4,75.8,0.14,1.15,2.83,346.6,26.6,0,1,13.2,13.2,13.2,2.8
20140917081500,19.3,76,0.14,1.12,2.83,12.6,56.2,0,1,13.2,13.2,13.2,2.7
20140917082000,19.3,76.3,0,1.25,4.48,12.9,48.1,0,1,13.2,13.2,13.2,2.7
20140917082500,19.3,76.3,0.44,1.41,3.13,334.9,33.4,0,1,13.2,13.2,13.2,2.7
20140917083000,19.2,76.5,0.29,1.56,4.17,333.8,42.2,0,1,13.2,13.2,13.2,2.7
20140917083500,19.2,76.7,0.14,1.39,3.13,346.2,40.3,0,1,13.2,13.2,13.2,2.6
20140917084000,19.1,77,0,1.25,2.98,323.1,28.2,0,1,13.2,13.2,13.2,2.6
20140917084500,19,77.3,0.29,1.59,4.03,334.8,31.8,0,1,13.2,13.2,13.2,2.6
20140917085000,18.9,77.7,0.29,1.63,3.73,349.4,26.2,0,1,13.2,13.2,13.2,2.5
20140917085500,18.9,78,0,1.25,2.53,336.2,29,0,1,13.2,13.2,13.2,2.5
20140917090000,18.8,78.3,0.44,1.73,4.32,357.3,36.1,0,1,13.2,13.2,13.2,2.4
20140917090500,18.8,78.6,0,1.01,2.53,342.1,48.5,0,1,13.1,13.2,13.2,2.4
20140917091000,18.7,78.8,0.14,1.06,2.53,335.5,51.3,0,1,13.2,13.2,13.2,2.4
20140917091500,18.7,79.1,0.29,1.55,3.28,354.4,44.4,0,1,13.2,13.2,13.2,2.3
20140917092000,18.7,79.4,0,1.24,3.13,338.6,57.1,0,1,13.2,13.2,13.2,2.3
20140917092500,18.6,79.8,0.14,1.09,2.83,9.5,46,0,1,13.2,13.2,13.2,2.2
20140917093000,18.5,80.2,0.14,1.22,2.83,334.9,35.6,0,1,13.2,13.2,13.2,2.2
20140917093500,18.4,80.6,0.14,1.46,3.43,336.6,20.1,0,1,13.2,13.2,13.2,2.1
20140917094000,18.4,80.9,0,1.11,3.73,324.4,38.3,0,1,13.2,13.2,13.2,2.1
20140917094500,18.3,81.3,0.14,1.83,4.17,354.1,31.4,0,1,13.2,13.2,13.2,2.1
20140917095000,18.1,81.7,0.59,1.82,3.87,345.4,39.6,0,1,13.2,13.2,13.2,2
20140917095500,18.1,81.9,0.29,1.74,4.32,355.3,33,0,1,13.2,13.2,13.2,2
20140917100000,18,82.2,0.44,1.91,4.17,353.4,32.2,0,1,13.2,13.2,13.2,1.9
20140917100500,18,82.6,0,1.83,4.48,359.6,39.3,0,1,13.1,13.2,13.2,1.9
20140917101000,17.9,82.9,0.44,1.66,2.98,347.8,32,0,1,13.2,13.2,13.2,1.9
20140917101500,17.8,83.3,0.29,1.75,4.48,328.9,32.3,0,1,13.2,13.2,13.2,1.8
20140917102000,17.8,83.7,0.29,1.46,4.62,359.7,38.3,0,1,13.2,13.2,13.2,1.8
20140917102500,17.8,84,0.14,1.29,3.43,354.1,29.2,0,1,13.2,13.2,13.2,1.7
20140917103000,17.7,84.3,0.14,1.7,3.73,345.5,25.7,0,1,13.2,13.2,13.2,1.7
20140917103500,17.7,84.5,0.14,1.31,3.87,342.6,31.7,0,1,13.2,13.2,13.2,1.7
20140917104000,17.7,84.9,0.44,1.54,2.98,348.8,47.8,0,1,13.2,13.2,13.2,1.6
20140917104500,17.6,85.3,0,1.21,4.03,349.4,20.8,0,1,13.2,13.2,13.2,1.6
20140917105000,17.5,85.6,0.29,1.21,2.83,8.1,35.3,0,1,13.1,13.2,13.2,1.5
20140917105500,17.5,86,0,1.37,3.13,317.9,35.1,0,1,13.2,13.2,13.2,1.5
20140917110000,17.5,86.1,0,1.09,2.68,0,28.8,0,1,13.2,13.2,13.2,1.5
20140917110500,17.5,86.3,0.14,0.97,2.08,337.4,44.2,0,1,13.1,13.1,13.2,1.5
20140917111000,17.5,86.4,0.14,0.86,1.63,345.3,32.8,0,1,13.1,13.2,13.2,1.5
20140917111500,17.5,86.5,0.14,1.02,2.53,328.5,34,0,1,13.1,13.2,13.2,1.4
20140917112000,17.5,86.6,0,0.69,1.79,296.5,6.1,0,1,13.1,13.2,13.2,1.4
20140917112500,17.5,86.8,0,1.49,4.17,340.4,49.6,0,1,13.1,13.2,13.2,1.4
20140917113000,17.5,87.1,0,1.17,3.13,27.4,48.2,0,1,13.1,13.2,13.2,1.4
20140917113500,17.4,87.1,0.14,1.14,4.03,316.8,33.8,0,1,13.2,13.2,13.2,1.4
20140917114000,17.4,87.2,0.59,1.73,3.73,337.4,35,0,1,13.2,13.2,13.2,1.4
20140917114500,17.3,87.3,0.44,1.94,4.32,345,26.8,0,1,13.2,13.2,13.2,1.3
20140917115000,17.2,87.7,0.44,2.25,4.48,342.5,29.6,0,1,13.1,13.1,13.2,1.3
20140917115500,17.1,88.1,0.14,2.12,5.22,339.3,34.1,0,1,13.1,13.1,13.2,1.3
20140918000000,17.1,88.3,0,0.59,1.79,333.3,12.4,0,1,13.1,13.1,13.2,1.2
20140918000500,17.1,88.3,0,0.98,3.87,333.8,19.8,0,1,13,13.1,13.1,1.2
20140918001000,17,88.4,0,1.24,2.83,346.8,34.6,0,1,13.1,13.1,13.1,1.2
20140918001500,17,88.4,0.29,0.93,2.24,356.2,12.9,0,1,13.1,13.1,13.1,1.2
20140918002000,16.9,88.5,0.14,1.33,2.53,342,14.3,0,1,13.1,13.1,13.1,1.2
20140918002500,16.8,88.5,0.44,1.56,3.73,352.5,24.5,0,1,13.1,13.1,13.1,1.2
20140918003000,16.7,88.7,0.29,1.2,2.38,343.7,21.5,0,1,13.1,13.1,13.1,1.2
20140918003500,16.6,88.9,0.44,1.49,2.83,332.2,21.9,0,1,13.1,13.1,13.1,1.2
20140918004000,16.5,89.2,0,1.18,3.13,326,27.3,0,1,13.1,13.1,13.1,1.1
20140918004500,16.5,89.3,0.44,1.58,3.28,337,15.3,0,1,13.1,13.1,13.1,1.1
20140918005000,16.5,89.4,0.14,0.97,3.28,333.1,33.2,0,1,13.1,13.1,13.1,1.1
20140918005500,16.5,89.2,0.14,1.61,3.28,334.4,17,0,1,13.1,13.1,13.1,1.1
20140918010000,16.5,89.2,0.29,0.96,2.24,336.3,21.2,0,1,13.1,13.1,13.1,1.1
20140918010500,16.4,89.1,0.44,1.41,3.43,342,21.1,0,1,13,13.1,13.1,1.1
20140918011000,16.3,89.3,0.14,1.44,3.28,341.8,25.3,0,1,13.1,13.1,13.1,1.1
20140918011500,16.3,89.3,0.29,1.66,3.43,344.4,24.2,0,1,13.1,13.1,13.1,1.1
20140918012000,16.3,89.3,0.29,1.3,2.98,346.8,36.2,0,1,13.1,13.1,13.1,1.1
20140918012500,16.3,89.3,0,1.19,2.98,335.1,9.6,0,1,13.1,13.1,13.1,1.1
20140918013000,16.3,89.3,0,1.07,2.98,330.8,27,0,1,13.1,13.1,13.1,1.1
20140918013500,16.2,89.3,0.29,1.46,2.83,340.4,22,0,1,13.1,13.1,13.1,1.1
20140918014000,16.2,89.4,0.14,1.41,3.58,330.4,29.5,0,1,13.1,13.1,13.1,1.1
20140918014500,16.2,89.3,0,1.08,2.68,320.7,23.8,0,1,13.1,13.1,13.1,1.1
20140918015000,16.3,89.3,0.14,1.13,2.68,322,27.2,0,1,13.1,13.1,13.1,1.1
20140918015500,16.3,89.1,0.14,1.16,2.53,340.8,33.8,0,1,13.1,13.1,13.1,1.1
20140918020000,16.2,89.2,0,1.3,2.83,345.3,16.6,0,1,13.1,13.1,13.1,1.1
20140918020500,16.2,89.3,0.29,1.09,2.83,318.9,27.2,0,1,13,13.1,13.1,1.1
20140918021000,16.2,89.2,0,1.14,2.68,335.1,13.4,0,1,13.1,13.1,13.1,1.1
20140918021500,16.2,89.2,0.14,1.35,2.98,343.7,11.4,0,1,13.1,13.1,13.1,1.1
20140918022000,16.1,89.2,0,1.22,3.28,336.2,13.9,0,1,13.1,13.1,13.1,1.1
20140918022500,16.1,89.3,0.44,1.6,2.98,337,15.3,0,1,13.1,13.1,13.1,1.1
20140918023000,16.1,89.5,0,1.44,3.58,333.3,20.2,0,1,13.1,13.1,13.1,1.1
20140918023500,16,89.6,0.14,1.05,3.13,324.1,17.9,0,1,13.1,13.1,13.1,1.1
20140918024000,16,89.7,0,0.94,2.38,343.4,18.4,0,1,13.1,13.1,13.1,1
20140918024500,16,89.8,0,1.15,2.98,342.8,23.7,0,1,13.1,13.1,13.1,1
20140918025000,16,89.7,0.29,1.29,2.24,347,25.7,0,1,13.1,13.1,13.1,1
20140918025500,15.9,89.7,0.59,1.69,2.98,336.1,23.9,0,1,13.1,13.1,13.1,1
20140918030000,15.9,89.6,0.29,1.71,4.62,339,29.6,0,1,13.1,13.1,13.1,1.1
20140918030500,15.8,89.7,0.29,1.7,3.73,339.8,19.7,0,1,13,13.1,13.1,1
20140918031000,15.7,89.9,0.59,1.78,4.32,345.9,31.4,0,1,13.1,13.1,13.1,1
20140918031500,15.7,90,0,0.96,3.13,334.1,28.8,0,1,13.1,13.1,13.1,1
20140918032000,15.7,90.1,0.14,1.64,3.73,339.9,20.1,0,1,13.1,13.1,13.1,1
20140918032500,15.6,90.3,0.14,1.86,4.17,338.1,18.1,0,1,13.1,13.1,13.1,1
20140918033000,15.6,90.5,0,1.34,2.83,328.4,23.6,0,1,13.1,13.1,13.1,1
20140918033500,15.6,90.6,0.14,1.28,3.28,330.8,24.9,0,1,13.1,13.1,13.1,0.9
20140918034000,15.5,90.8,0.29,1.93,5.37,349.9,24.8,0,1,13.1,13.1,13.1,0.9
20140918034500,15.4,91,0.29,2.12,4.92,347.2,28.5,0,1,13.1,13.1,13.1,0.9
20140918035000,15.4,91.2,0.14,1.36,3.43,342.9,23.4,0,1,13.1,13.1,13.1,0.9
20140918035500,15.4,91.3,0.14,1.26,2.83,353.5,23.3,0,1,13.1,13.1,13.1,0.9
20140918040000,15.5,91.4,0,1.07,2.83,336.7,29.7,0,1,13,13,13.1,0.9
20140918040500,15.5,91.4,0,0.88,2.38,14.8,30.1,0,1,12.9,13,13.1,0.9
20140918041000,15.5,91.2,0.29,1.54,3.28,341.7,36.2,0,1,13,13,13.1,0.9
20140918041500,15.5,91.2,0,1.01,3.13,332.6,31.9,0,1,13,13,13.1,0.9
20140918042000,15.5,91.3,0,0.65,2.53,354.6,15.7,0,1,13,13,13.1,0.9
20140918042500,15.5,91.2,0,0.85,2.53,322.9,29.1,0,1,13,13,13,0.9
20140918043000,15.6,91.2,0,0.74,2.38,357.2,30.1,0,1,13,13,13,0.9
20140918043500,15.6,91.2,0.14,1.04,3.13,358.1,22.1,0,1,13,13,13,0.9
20140918044000,15.6,91.2,0,1.21,3.28,335.6,32.7,0,1,13,13,13,0.9
20140918044500,15.6,91.1,0,1.07,3.43,341.7,35,0,1,13,13,13,0.9
20140918045000,15.6,91.2,0,0.9,2.24,332.6,49,0,1,13,13,13,0.9
20140918045500,15.6,91,0.14,1.4,2.53,350.2,27.6,0,1,13,13,13,0.9
20140918050000,15.6,91,0,0.96,3.58,300.2,36.8,0,1,13,13,13,0.9
20140918050500,15.6,91,0.44,1.88,4.62,342.6,23.8,0,1,12.9,13,13,0.9
20140918051000,15.6,91.1,0.44,1.78,4.03,346.1,24.9,0,1,13,13,13,0.9
20140918051500,15.6,91.2,0.14,1.07,3.43,327.6,20.4,0,1,13,13,13,0.9
20140918052000,15.6,91.2,0.14,1.29,2.68,357.4,25.8,0,1,13,13,13,0.9
20140918052500,15.6,91.3,0,0.81,3.58,325.7,22,0,1,13,13,13,0.9
20140918053000,15.6,91.3,0,0.79,2.08,310.7,38.5,0,1,13,13,13,0.9
20140918053500,15.6,91.3,0.14,1.32,4.32,340.7,31.3,0,1,13,13,13,0.9
20140918054000,15.5,91.6,0.14,1.68,4.03,351.5,28,0,1,13,13,13,0.8
20140918054500,15.5,91.8,0.14,1.65,3.73,339.6,27.1,0,1,13,13,13,0.8
20140918055000,15.5,91.9,0.29,1.66,4.03,348.8,30.6,0,1,12.9,13,13,0.8
20140918055500,15.6,91.9,0.14,1.33,4.03,352.6,60.4,0,1,13,13,13,0.8
20140918060000,15.5,92,0.14,1.24,2.98,350.1,34.8,0,1,13,13,13,0.8
20140918060500,15.5,92.1,0,1,2.38,334.8,42.7,0,1,12.8,12.9,13,0.8
20140918061000,15.6,92.1,0,1.34,2.83,337.7,38.5,0,1,12.9,13,13,0.8
20140918061500,15.6,92.1,0,0.82,2.38,339.5,52.3,0,1,12.9,13,13,0.8
20140918062000,15.6,92.1,0.29,1.18,3.43,345.3,19.9,0,1,12.9,13,13,0.8
20140918062500,15.6,92.1,0,1.78,3.43,345.4,24.8,0,1,12.9,13,13,0.8
20140918063000,15.6,92.1,0,1.4,3.28,344.1,28.2,0,1,12.9,13,13,0.8
20140918063500,15.6,92.2,0.14,1.31,3.13,334,31.4,0,1,12.9,13,13,0.8
20140918064000,15.6,92.3,0.29,1.09,2.53,347.3,22.3,0,2,12.9,12.9,13,0.8
20140918064500,15.6,92.3,0.29,1.27,3.43,344.7,25,0,2,12.9,12.9,13,0.8
20140918065000,15.6,92.3,0.14,1.14,2.53,349.6,30.2,0,3,12.9,12.9,12.9,0.8
20140918065500,15.7,92.2,0,1.05,2.24,350.1,29.6,0,4,12.9,12.9,12.9,0.8
20140918070000,15.7,92.2,0.59,1.72,4.03,342.8,23.7,0,6,12.9,12.9,12.9,0.8
20140918070500,15.7,92.3,0,0.58,2.08,82.9,45.3,0,8,12.8,12.9,12.9,0.8
20140918071000,15.8,92.2,0,0.6,1.93,34.2,28,0,10,12.9,12.9,12.9,0.8
20140918071500,15.8,92,0.14,0.92,2.38,340.7,19.2,0,13,12.9,12.9,13,0.8
20140918072000,15.8,91.9,0,1.37,3.13,356.1,27.2,0,19,12.9,13,13,0.8
20140918072500,15.8,92,0,1.18,3.28,356.7,39.8,0,24,13,13,13,0.8
20140918073000,15.8,91.9,0,1.27,2.98,336.5,43.9,0,30,13,13,13,0.8
20140918073500,15.8,91.9,0.44,1.65,3.73,344.9,29.7,0,34,13,13,13,0.8
20140918074000,15.9,91.8,0.14,1.68,3.28,345.9,29.2,0,38,13,13,13,0.8
20140918074500,15.9,91.8,0.14,1.8,4.17,339.4,23.1,0,47,13,13,13.1,0.8
20140918075000,15.9,91.8,0.29,1.41,2.68,336.7,24.3,0,51,13.1,13.1,13.1,0.8
