,Ave AirTemp (degC),Ave Humidity (%),Min WndSpd (m/s),Ave WndSpd (m/s),Max WndSpd (m/s),Ave WndDir (deg),Ave Sigma (deg),Total Rain (mm),Ave GSR (w/m²),Min Battery (V),Ave Battery (V),Max Battery (V),Ave DeltaT (degC),72
20140914065500,18.5,64.4,0,1.17,4.03,26,70.1,0,20,13.3,13.3,13.3,4.1,72
20140914070000,18.4,64.5,0.14,1.56,4.03,17.9,63.5,0,16,13.3,13.3,13.3,4,72
20140914070500,18.4,64.5,0.14,1.33,4.03,33.4,53,0,11,13.2,13.2,13.3,4,72
20140914071000,18.4,64.5,0.29,1.71,4.03,12.6,52.4,0,8,13.2,13.2,13.2,4,72
20140914071500,18.3,64.2,0.14,1.69,4.32,15.3,54.6,0,4,13.2,13.2,13.2,4.1,72
20140914072000,18.1,65.4,0.14,1.33,3.28,36.1,71.7,0,2,13.2,13.2,13.2,3.9,72
20140914072500,18,66.4,0.14,1.17,3.87,55.5,53.3,0,1,13.2,13.2,13.2,3.8,72
20140914073000,18,67,0,0.67,2.24,9.5,72.9,0,1,13.2,13.2,13.2,3.7,72
20140914073500,17.9,67.4,0,0.71,1.93,17.4,81.2,0,1,13.2,13.2,13.2,3.6,72
20140914074000,17.9,67.3,0.29,1.58,4.17,355.8,58.1,0,1,13.2,13.2,13.2,3.7,72
20140914074500,17.9,67.7,0,0.48,2.53,313,13.5,0,1,13.2,13.2,13.2,3.6,72
20140914075000,17.8,68,0,0.44,1.63,349.9,33.6,0,1,13.2,13.2,13.2,3.6,72
20140914075500,17.7,68,0,1.37,4.03,347.2,45.8,0,1,13.2,13.2,13.2,3.6,72
20140914080000,17.7,68,0,1.76,5.37,349.4,62.2,0,1,13.2,13.2,13.2,3.6,72
20140914080500,17.7,68.1,0,2.1,4.92,351.6,38.7,0,1,13.1,13.2,13.2,3.5,72
20140914081000,17.6,68.6,0.14,1.26,4.03,4.2,46.4,0,1,13.2,13.2,13.2,3.5,72
20140914081500,17.6,69,0.14,1.2,3.13,23.2,60.6,0,1,13.2,13.2,13.2,3.4,72
20140914082000,17.5,69.4,0,0.94,2.68,13.4,42.1,0,1,13.2,13.2,13.2,3.4,72
20140914082500,17.5,69.5,0.59,1.79,3.87,15.1,62.9,0,1,13.2,13.2,13.2,3.4,72
20140914083000,17.5,70,0,0.79,2.08,5.7,87,0,1,13.2,13.2,13.2,3.3,72
20140914083500,17.5,70.2,0,1.05,2.53,359.2,45.7,0,1,13.2,13.2,13.2,3.3,72
20140914084000,17.4,70.5,0,0.43,1.34,25.4,39.6,0,1,13.2,13.2,13.2,3.2,72
20140914084500,17.4,71,0,0.6,1.63,323.1,69.9,0,1,13.2,13.2,13.2,3.2,72
20140914085000,17.3,71.4,0,0.85,1.93,345,42.7,0,1,13.2,13.2,13.2,3.1,72
20140914085500,17.3,71.6,0.14,1.28,3.87,346.9,37.3,0,1,13.2,13.2,13.2,3.1,72
20140914090000,17.2,72,0.14,1.48,3.43,354.9,31.8,0,1,13.2,13.2,13.2,3,72
20140914090500,17.2,72.2,0.14,1.15,3.58,341.9,30,0,1,13.1,13.2,13.2,3,72
20140914091000,17.1,72.2,0,1.07,4.92,9.6,36,0,1,13.2,13.2,13.2,3,72
20140914091500,17.1,72.3,0.44,1.99,5.67,353.7,35,0,1,13.2,13.2,13.2,3,72
20140914092000,17,73.1,0.14,1.11,2.38,344.3,24.1,0,1,13.2,13.2,13.2,2.9,72
20140914092500,16.8,73.9,0.14,1.13,2.68,320.1,30.8,0,1,13.2,13.2,13.2,2.8,72
20140914093000,16.8,74.2,0.14,1.32,3.58,349.4,45,0,1,13.2,13.2,13.2,2.8,72
20140914093500,16.7,74.5,0,0.99,2.68,335.1,34.3,0,1,13.2,13.2,13.2,2.7,72
20140914094000,16.6,75,0.14,0.99,2.24,357.3,21.3,0,1,13.2,13.2,13.2,2.7,72
20140914094500,16.5,75.5,0,1.36,3.43,349.1,38.2,0,1,13.2,13.2,13.2,2.6,72
20140914095000,16.5,75.8,0.14,1.31,3.87,339.5,34.4,0,1,13.2,13.2,13.2,2.6,72
20140914095500,16.4,75.9,0.14,1.24,2.83,354.9,30.6,0,1,13.2,13.2,13.2,2.5,72
20140914100000,16.3,76.3,0.29,1.3,3.43,338.8,46.1,0,1,13.2,13.2,13.2,2.5,72
20140914100500,16.3,76.4,0,1.39,2.68,345.5,34.8,0,1,13.1,13.1,13.2,2.5,72
20140914101000,16.2,76.7,0.29,1.62,3.28,351.1,59,0,1,13.2,13.2,13.2,2.4,72
20140914101500,16.1,77,0,1.34,4.32,339.7,55.5,0,1,13.2,13.2,13.2,2.4,72
20140914102000,16.1,77.2,0.29,1.44,4.77,352,45.2,0,1,13.2,13.2,13.2,2.4,72
20140914102500,16,77.3,0.14,1.22,3.43,336.7,42.9,0,1,13.1,13.2,13.2,2.4,72
20140914103000,16,77.6,0.14,1.52,3.58,344.1,35.3,0,1,13.1,13.2,13.2,2.3,72
20140914103500,15.9,77.9,0.14,1.34,3.28,352.2,39,0,1,13.1,13.2,13.2,2.3,72
20140914104000,15.8,78.3,0,1.02,2.53,348.8,44.3,0,1,13.1,13.2,13.2,2.2,72
20140914104500,15.8,78.4,0,1.12,2.38,336.8,33.1,0,1,13.2,13.2,13.2,2.2,72
20140914105000,15.7,78.7,0.29,1.31,3.13,352.5,44.9,0,1,13.1,13.2,13.2,2.2,72
20140914105500,15.6,79.1,0,1.15,3.13,350.7,30.8,0,1,13.1,13.2,13.2,2.1,72
20140914110000,15.6,79.4,0,1.16,2.83,350,37.6,0,1,13.1,13.2,13.2,2.1,72
20140914110500,15.5,79.6,0.29,1.38,3.13,2.8,48.8,0,1,13.1,13.1,13.2,2.1,72
20140914111000,15.4,79.9,0.14,0.82,2.08,305.1,41.8,0,1,13.1,13.2,13.2,2,72
20140914111500,15.4,80.1,0,0.67,1.93,352,28.4,0,1,13.1,13.2,13.2,2,72
20140914112000,15.3,80.6,0,0.78,1.79,336.9,18.2,0,1,13.1,13.2,13.2,2,72
20140914112500,15.3,81,0,0.76,1.93,337.3,32.5,0,1,13.1,13.1,13.2,1.9,72
20140914113000,15.2,81.3,0,1.06,2.08,339.2,33.3,0,1,13.1,13.1,13.2,1.9,72
20140914113500,15.2,81.5,0,0.99,2.83,359.6,28,0,1,13.1,13.2,13.2,1.9,72
20140914114000,15.1,81.7,0,1.09,3.43,339.5,28.9,0,1,13.2,13.2,13.2,1.8,72
20140914114500,15,82,0.29,1.63,3.87,357.3,25.2,0,1,13.2,13.2,13.2,1.8,72
20140914115000,15,82.3,0.29,1.26,3.87,349.1,29.8,0,1,13.1,13.1,13.1,1.8,72
20140914115500,15,82.7,0.29,1.71,2.98,351.9,21.9,0,1,13.1,13.1,13.1,1.7,72
20140914120000,19.4,61.4,0.14,1.43,2.83,358,49.4,0,364,13.8,13.8,13.8,4.6,69
20140914120500,19.4,60.9,0,1.05,3.28,352.8,37,0,240,13.8,13.8,13.8,4.6,69
20140914121000,19.4,61,0,1.7,5.22,352.5,39.9,0,313,13.8,13.8,13.8,4.6,69
20140914121500,19.3,61.5,0,0.8,1.79,36.2,61.4,0,196,13.8,13.8,13.9,4.5,69
20140914122000,19.3,61.4,0.74,1.83,4.03,51.1,58.5,0,222,13.8,13.9,13.9,4.5,69
20140914122500,19.5,61.2,0,1.34,3.28,41.4,76.2,0,457,13.8,13.9,13.9,4.6,69
20140914123000,19.6,61.1,0.44,1.72,4.48,26.1,70.6,0,205,13.8,13.9,13.9,4.6,69
20140914123500,19.4,61.7,0.44,1.88,3.58,351.7,51.5,0,167,13.8,13.9,13.9,4.5,69
20140914124000,19.4,61.5,0.14,1.32,4.32,337.7,40.2,0,253,13.8,13.9,13.9,4.5,69
20140914124500,19.5,61.5,0,1.42,4.32,24.1,60.8,0,154,13.8,13.9,13.9,4.6,69
20140914125000,19.5,61.3,0.29,1.88,4.62,355.4,51.3,0,194,13.9,13.9,13.9,4.6,69
20140914125500,19.4,61.3,0.74,2.26,4.48,9.2,62.6,0,149,13.9,13.9,13.9,4.6,69
20140914130000,19.3,62.4,0.44,1.91,3.73,350.3,51.5,0,155,13.9,13.9,13.9,4.4,69
20140914130500,19.5,62.3,0,0.65,1.79,172,80.5,0,181,13.6,13.9,13.9,4.5,69
20140914131000,19.6,61.4,0.44,1.65,4.32,338,61.2,0,176,13.9,13.9,13.9,4.6,69
20140914131500,19.5,61.3,0.29,1.28,4.17,334.5,35.8,0,94,13.8,13.9,13.9,4.6,69
20140914132000,19.4,61.9,0.14,0.91,2.24,17,52.8,0,37,13.7,13.7,13.8,4.5,69
20140914132500,19.3,63,0,0.9,2.24,348.2,26,0,25,13.5,13.6,13.7,4.3,69
20140914133000,19.2,64.4,0,1.11,3.28,357.9,58,0,46,13.6,13.7,13.9,4.2,69
20140914133500,19.1,64.3,0,1.33,3.43,25,50.7,0,81,13.9,13.9,13.9,4.2,69
20140914134000,19.2,63.4,0.29,1.87,4.03,70.3,58.5,0,107,13.9,13.9,13.9,4.3,69
20140914134500,19.2,63,0.59,2.05,4.62,358.4,72.9,0,146,13.9,13.9,13.9,4.3,69
20140914135000,19.2,63,0,1.26,3.43,5.7,58,0,202,13.9,13.9,13.9,4.3,69
20140914135500,19.3,62.8,0.14,2.01,4.77,347.8,40.2,0,233,13.9,13.9,13.9,4.4,69
20140914140000,19.5,62.6,0,1.13,4.03,12.1,51.7,0,287,13.9,13.9,13.9,4.4,69
20140914140500,19.7,61.5,0.14,1.53,3.13,5.7,82.8,0,510,13.9,13.9,13.9,4.6,69
20140914141000,20,60.8,0.14,1.35,3.58,339.3,51.5,0,687,13.9,13.9,13.9,4.7,69
20140914141500,20.1,60.7,0.14,1.67,3.43,341.3,36.2,0,712,13.8,13.9,13.9,4.7,69
20140914142000,20.3,59.6,0.29,2.06,5.67,345.4,37,0,664,13.8,13.8,13.8,4.9,69
20140914142500,20.2,59.8,0.29,1.9,5.67,345.9,30.2,0,153,13.8,13.8,13.8,4.9,69
20140914143000,19.9,60.3,0.14,1.19,2.68,334.1,75.8,0,92,13.8,13.8,13.8,4.8,69
20140914143500,19.9,60.6,0,1.53,3.87,356.3,42.8,0,64,13.8,13.8,13.8,4.7,69
20140914144000,19.8,61.1,0.14,1.22,3.58,354.5,56.4,0,51,13.8,13.8,13.8,4.7,69
20140914144500,19.8,60.5,0.14,1.24,3.58,349.3,44.4,0,84,13.8,13.8,13.9,4.7,69
20140914145000,19.6,61.5,0.14,1.63,4.92,349.9,53.2,0,126,13.8,13.9,13.9,4.6,69
20140914145500,19.7,61.1,0,1.12,2.98,348.8,30.2,0,360,13.9,13.9,13.9,4.6,69
20140914150000,20,60.1,0.44,1.79,3.87,359.5,44.7,0,597,13.9,13.9,13.9,4.8,69
20140914150500,20.2,59.2,0.29,1.74,4.03,346.6,36.8,0,654,13.8,13.8,13.9,5,69
20140914151000,20.7,56.7,0,1.3,4.62,16.1,66.5,0,413,13.8,13.8,13.8,5.4,69
20140914151500,20.9,55,0.14,1.32,3.73,353.7,34.3,0,121,13.8,13.8,13.8,5.6,69
20140914152000,20.4,56.8,0.59,2.36,6.27,342.7,31.5,0,126,13.8,13.8,13.8,5.3,69
20140914152500,20.1,57.1,0.14,2.22,4.77,343.3,38.5,0,165,13.8,13.8,13.8,5.2,69
20140914153000,20.3,55.9,0,1.35,3.58,339.5,71.8,0,231,13.8,13.8,13.9,5.4,69
20140914153500,20.4,56,0,1.29,3.28,61.5,70.4,0,332,13.8,13.8,13.9,5.4,69
20140914154000,20.5,54.5,0.59,1.76,3.87,15.5,69.9,0,243,13.8,13.8,13.9,5.6,69
20140914154500,20,57.8,0.29,2.35,5.67,349.5,35.1,0,86,13.8,13.8,13.8,5.1,69
20140914155000,19.7,59.5,0.59,1.91,4.03,348.7,38.8,0,175,13.8,13.8,13.9,4.8,69
20140914155500,19.7,59.7,0.44,1.93,3.73,19.2,58.3,0,210,13.8,13.9,13.9,4.8,69
20140914160000,19.6,60.5,0.44,1.44,3.43,354.1,59.8,0,215,13.9,13.9,13.9,4.7,69
20140914160500,19.7,60.9,0.14,1.53,4.77,344.6,38.6,0,300,13.9,13.9,13.9,4.7,69
20140914161000,19.7,61,0.29,2,4.03,342.1,30.6,0,192,13.8,13.9,13.9,4.7,69
20140914161500,19.4,61,0.14,1.73,4.62,359.5,52.7,0,164,13.9,13.9,13.9,4.6,69
20140914162000,19.5,59.9,0.29,1.61,3.87,1.3,49.1,0,164,13.9,13.9,13.9,4.8,69
20140914162500,19.6,60.1,0.44,1.64,4.17,0.9,53.6,0,260,13.9,13.9,13.9,4.8,69
20140914163000,19.6,60.4,0,1.35,4.77,354.7,47.9,0,307,13.9,13.9,13.9,4.7,69
20140914163500,19.6,60.5,0.14,1.16,2.68,3.9,49.1,0,293,13.8,13.9,13.9,4.7,69
20140914164000,19.8,60.1,0.29,1.23,3.43,27,75.6,0,293,13.8,13.8,13.9,4.8,69
20140914164500,19.8,60.7,0.44,1.56,4.17,355.4,58.4,0,313,13.8,13.8,13.8,4.7,69
20140914165000,19.7,61.8,0.29,1.34,3.43,27,80.1,0,66,13.5,13.8,13.8,4.5,69
20140914165500,19.7,62.2,0,1.19,4.32,294.9,76.6,0,53,13.5,13.5,13.6,4.5,69
20140914170000,19.5,60.6,0.29,1.52,4.17,69.1,57.5,0,71,13.6,13.8,13.9,4.7,69
20140914170500,19.5,59.7,0.14,1.69,4.48,356.9,44.8,0,194,13.4,13.8,13.9,4.8,69
20140914171000,19.6,60,0,1.74,4.32,29.5,60.4,0,199,13.9,13.9,13.9,4.8,69
20140914171500,19.6,60.4,0.14,1.59,3.43,13,65.6,0,136,13.9,13.9,13.9,4.7,69
20140914172000,19.5,60.4,0.14,1.87,4.92,3.6,68.4,0,89,13.8,13.9,13.9,4.7,69
20140914172500,19.4,59.6,0.14,1.73,4.62,53.4,70.5,0,110,13.9,13.9,13.9,4.8,69
20140914173000,19.5,59.3,0.29,1.13,2.53,71,79.8,0,111,13.9,13.9,13.9,4.8,69
20140914173500,19.6,59.2,0.14,1.49,3.73,0.9,57,0,112,13.9,13.9,13.9,4.9,69
20140914174000,19.6,59.5,0.29,1.61,3.73,58.2,81.6,0,129,13.9,13.9,13.9,4.8,69
20140914174500,19.4,59,0,1.17,4.03,63.1,58.7,0,70,13.9,13.9,13.9,4.9,69
20140914175000,19.4,58.6,0,1.02,3.73,36,81.5,0,62,13.6,13.9,13.9,4.9,69
20140914175500,19.3,58.9,0,1.06,3.87,57.4,69.5,0,70,13.9,13.9,13.9,4.9,69
20140914180000,19.2,59.8,0,1.44,4.77,76.6,91,0,83,13.9,13.9,13.9,4.7,69
20140914180500,19.2,60.5,0.14,1.36,3.87,68.3,90.2,0,122,13.4,13.8,13.9,4.7,69
20140914181000,19.2,61.3,0.29,2.25,5.07,109,49.4,0,86,13.9,13.9,13.9,4.5,69
20140914181500,19.2,62.4,0,1.14,3.87,64.6,72.6,0,64,13.9,13.9,13.9,4.4,69
20140914182000,19.1,63.6,0.14,1.42,4.32,52.1,74.1,0,47,13.6,13.8,13.9,4.2,69
20140914182500,18.9,64.6,0.14,1.46,4.03,80.8,67.8,0,35,13.5,13.5,13.6,4.1,69
20140914183000,18.8,65.2,0,1.36,4.32,20.6,49.6,0,34,13.4,13.4,13.5,4,69
20140914183500,18.8,64.6,0,1.09,3.13,355.7,50.4,0,32,13.4,13.4,13.4,4.1,69
20140914184000,18.7,63.4,0,1.09,2.83,31.1,95.6,0,30,13.3,13.4,13.4,4.2,69
20140914184500,18.6,63.5,0,1.27,3.58,25.3,77.7,0,27,13.3,13.3,13.3,4.2,69
20140914185000,18.6,63.9,0.14,0.96,3.58,342.9,59.6,0,23,13.3,13.3,13.3,4.1,69
20140914185500,18.5,64.4,0,1.17,4.03,26,70.1,0,20,13.3,13.3,13.3,4.1,69
20140914190000,18.4,64.5,0.14,1.56,4.03,17.9,63.5,0,16,13.3,13.3,13.3,4,69
20140914190500,18.4,64.5,0.14,1.33,4.03,33.4,53,0,11,13.2,13.2,13.3,4,69
20140914191000,18.4,64.5,0.29,1.71,4.03,12.6,52.4,0,8,13.2,13.2,13.2,4,69
20140914191500,18.3,64.2,0.14,1.69,4.32,15.3,54.6,0,4,13.2,13.2,13.2,4.1,69
20140914192000,18.1,65.4,0.14,1.33,3.28,36.1,71.7,0,2,13.2,13.2,13.2,3.9,69
20140914192500,18,66.4,0.14,1.17,3.87,55.5,53.3,0,1,13.2,13.2,13.2,3.8,69
20140914193000,18,67,0,0.67,2.24,9.5,72.9,0,1,13.2,13.2,13.2,3.7,69
20140914193500,17.9,67.4,0,0.71,1.93,17.4,81.2,0,1,13.2,13.2,13.2,3.6,69
20140914194000,17.9,67.3,0.29,1.58,4.17,355.8,58.1,0,1,13.2,13.2,13.2,3.7,69
20140914194500,17.9,67.7,0,0.48,2.53,313,13.5,0,1,13.2,13.2,13.2,3.6,69
20140914195000,17.8,68,0,0.44,1.63,349.9,33.6,0,1,13.2,13.2,13.2,3.6,69
20140914195500,17.7,68,0,1.37,4.03,347.2,45.8,0,1,13.2,13.2,13.2,3.6,69
20140914200000,17.7,68,0,1.76,5.37,349.4,62.2,0,1,13.2,13.2,13.2,3.6,69
20140914200500,17.7,68.1,0,2.1,4.92,351.6,38.7,0,1,13.1,13.2,13.2,3.5,69
20140914201000,17.6,68.6,0.14,1.26,4.03,4.2,46.4,0,1,13.2,13.2,13.2,3.5,69
20140914201500,17.6,69,0.14,1.2,3.13,23.2,60.6,0,1,13.2,13.2,13.2,3.4,69
20140914202000,17.5,69.4,0,0.94,2.68,13.4,42.1,0,1,13.2,13.2,13.2,3.4,69
20140914202500,17.5,69.5,0.59,1.79,3.87,15.1,62.9,0,1,13.2,13.2,13.2,3.4,69
20140914203000,17.5,70,0,0.79,2.08,5.7,87,0,1,13.2,13.2,13.2,3.3,69
20140914203500,17.5,70.2,0,1.05,2.53,359.2,45.7,0,1,13.2,13.2,13.2,3.3,69
20140914204000,17.4,70.5,0,0.43,1.34,25.4,39.6,0,1,13.2,13.2,13.2,3.2,69
20140914204500,17.4,71,0,0.6,1.63,323.1,69.9,0,1,13.2,13.2,13.2,3.2,69
20140914205000,17.3,71.4,0,0.85,1.93,345,42.7,0,1,13.2,13.2,13.2,3.1,69
20140914205500,17.3,71.6,0.14,1.28,3.87,346.9,37.3,0,1,13.2,13.2,13.2,3.1,69
20140914210000,17.2,72,0.14,1.48,3.43,354.9,31.8,0,1,13.2,13.2,13.2,3,69
20140914210500,17.2,72.2,0.14,1.15,3.58,341.9,30,0,1,13.1,13.2,13.2,3,69
20140914211000,17.1,72.2,0,1.07,4.92,9.6,36,0,1,13.2,13.2,13.2,3,69
20140914211500,17.1,72.3,0.44,1.99,5.67,353.7,35,0,1,13.2,13.2,13.2,3,69
20140914212000,17,73.1,0.14,1.11,2.38,344.3,24.1,0,1,13.2,13.2,13.2,2.9,69
20140914212500,16.8,73.9,0.14,1.13,2.68,320.1,30.8,0,1,13.2,13.2,13.2,2.8,69
20140914213000,16.8,74.2,0.14,1.32,3.58,349.4,45,0,1,13.2,13.2,13.2,2.8,69
20140914213500,16.7,74.5,0,0.99,2.68,335.1,34.3,0,1,13.2,13.2,13.2,2.7,69
20140914214000,16.6,75,0.14,0.99,2.24,357.3,21.3,0,1,13.2,13.2,13.2,2.7,69
20140914214500,16.5,75.5,0,1.36,3.43,349.1,38.2,0,1,13.2,13.2,13.2,2.6,69
20140914215000,16.5,75.8,0.14,1.31,3.87,339.5,34.4,0,1,13.2,13.2,13.2,2.6,69
20140914215500,16.4,75.9,0.14,1.24,2.83,354.9,30.6,0,1,13.2,13.2,13.2,2.5,69
20140914220000,16.3,76.3,0.29,1.3,3.43,338.8,46.1,0,1,13.2,13.2,13.2,2.5,69
20140914220500,16.3,76.4,0,1.39,2.68,345.5,34.8,0,1,13.1,13.1,13.2,2.5,69
20140914221000,16.2,76.7,0.29,1.62,3.28,351.1,59,0,1,13.2,13.2,13.2,2.4,69
20140914221500,16.1,77,0,1.34,4.32,339.7,55.5,0,1,13.2,13.2,13.2,2.4,69
20140914222000,16.1,77.2,0.29,1.44,4.77,352,45.2,0,1,13.2,13.2,13.2,2.4,69
20140914222500,16,77.3,0.14,1.22,3.43,336.7,42.9,0,1,13.1,13.2,13.2,2.4,69
20140914223000,16,77.6,0.14,1.52,3.58,344.1,35.3,0,1,13.1,13.2,13.2,2.3,69
20140914223500,15.9,77.9,0.14,1.34,3.28,352.2,39,0,1,13.1,13.2,13.2,2.3,69
20140914224000,15.8,78.3,0,1.02,2.53,348.8,44.3,0,1,13.1,13.2,13.2,2.2,69
20140914224500,15.8,78.4,0,1.12,2.38,336.8,33.1,0,1,13.2,13.2,13.2,2.2,69
20140914225000,15.7,78.7,0.29,1.31,3.13,352.5,44.9,0,1,13.1,13.2,13.2,2.2,69
20140914225500,15.6,79.1,0,1.15,3.13,350.7,30.8,0,1,13.1,13.2,13.2,2.1,69
20140914230000,15.6,79.4,0,1.16,2.83,350,37.6,0,1,13.1,13.2,13.2,2.1,69
20140914230500,15.5,79.6,0.29,1.38,3.13,2.8,48.8,0,1,13.1,13.1,13.2,2.1,69
20140914231000,15.4,79.9,0.14,0.82,2.08,305.1,41.8,0,1,13.1,13.2,13.2,2,69
20140914231500,15.4,80.1,0,0.67,1.93,352,28.4,0,1,13.1,13.2,13.2,2,69
20140914232000,15.3,80.6,0,0.78,1.79,336.9,18.2,0,1,13.1,13.2,13.2,2,69
20140914232500,15.3,81,0,0.76,1.93,337.3,32.5,0,1,13.1,13.1,13.2,1.9,69
20140914233000,15.2,81.3,0,1.06,2.08,339.2,33.3,0,1,13.1,13.1,13.2,1.9,69
20140914233500,15.2,81.5,0,0.99,2.83,359.6,28,0,1,13.1,13.2,13.2,1.9,69
20140914234000,15.1,81.7,0,1.09,3.43,339.5,28.9,0,1,13.2,13.2,13.2,1.8,69
20140914234500,15,82,0.29,1.63,3.87,357.3,25.2,0,1,13.2,13.2,13.2,1.8,69
20140914235000,15,82.3,0.29,1.26,3.87,349.1,29.8,0,1,13.1,13.1,13.1,1.8,69
20140914235500,15,82.7,0.29,1.71,2.98,351.9,21.9,0,1,13.1,13.1,13.1,1.7,69
20140915000000,19.5,61,0,0.64,2.24,305.5,29,0,640,13.8,13.8,13.8,4.6,72
20140915000500,18.9,63.2,0,0.77,2.53,349.7,18.9,0,681,13.8,13.8,13.8,4.3,72
20140915001000,19.1,62.5,0,1.01,2.83,282.9,31,0,690,13.8,13.8,13.8,4.4,72
20140915001500,19.6,61.7,0,0.65,2.53,305.7,16.7,0,684,13.8,13.8,13.8,4.5,72
20140915002000,19.6,60.3,0.14,0.93,2.53,284.3,26.9,0,677,13.8,13.8,13.8,4.7,72
20140915002500,19.4,61,0,0.76,2.24,320.8,17.1,0,700,13.8,13.8,13.8,4.6,72
20140915003000,19.9,59.8,0,0.74,2.08,287.4,34.3,0,662,13.8,13.8,13.8,4.8,72
20140915003500,19.5,60.3,0,0.95,2.24,329,19.6,0,237,13.8,13.8,13.8,4.7,72
20140915004000,19.2,61.3,0,0.78,2.08,302.4,10.9,0,250,13.8,13.8,13.8,4.5,72
20140915004500,19.3,61.3,0.14,0.64,1.49,309.1,3.6,0,254,13.8,13.8,13.8,4.6,72
20140915005000,19.2,61.2,0,0.54,2.53,280.1,15.1,0,226,13.8,13.8,13.8,4.6,72
20140915005500,19.3,61,0,0.49,1.93,264.4,0,0,182,13.8,13.8,13.8,4.6,72
20140915010000,19.4,60.3,0,1.03,3.87,266.8,8.2,0,217,13.8,13.8,13.8,4.7,72
20140915010500,19.3,60.8,0.14,0.65,1.63,279.4,0,0,224,13.7,13.8,13.8,4.6,72
20140915011000,20,58.6,0,0.42,2.68,248.3,38.6,0,331,13.8,13.8,13.8,5,72
20140915011500,19.9,57,0,1.17,2.53,133.7,15.8,0,365,13.8,13.8,13.8,5.2,72
20140915012000,19.7,57.7,0,1.47,2.83,134,18,0,384,13.8,13.8,13.8,5.1,72
20140915012500,19.9,57.6,0,1.04,2.38,131.4,12.8,0,390,13.8,13.8,13.8,5.1,72
20140915013000,20,56.5,0.29,1.33,2.53,126.8,12.2,0,649,13.8,13.8,13.8,5.3,72
20140915013500,20.2,56.4,0,0.83,4.03,124.1,22.1,0,770,13.8,13.8,13.8,5.3,72
20140915014000,20.3,54.8,0.44,2.12,3.73,130.5,21.2,0,775,13.8,13.8,13.8,5.6,72
20140915014500,20.1,55.4,0.29,1.3,2.98,119.3,16.2,0,743,13.8,13.8,13.8,5.4,72
20140915015000,20.3,55.3,0,0.95,2.68,101.8,68.5,0,716,13.8,13.8,13.8,5.5,72
20140915015500,20.6,53.7,0,0.6,1.79,88.8,68.2,0,657,13.8,13.8,13.8,5.8,72
20140915020000,20.6,52.8,0,0.52,1.63,351.1,20.3,0,621,13.8,13.8,13.8,5.9,72
20140915020500,20.8,52.4,0,0.66,2.08,358.5,58.7,0,693,13.8,13.8,13.8,6,72
20140915021000,21.1,51.6,0,0.56,2.98,175.1,39.7,0,704,13.7,13.8,13.8,6.1,72
20140915021500,20.8,51.6,0,0.96,2.83,110.2,7,0,689,13.7,13.7,13.7,6.1,72
20140915022000,21.1,48.5,0,0.89,1.63,106.5,68.7,0,687,13.7,13.7,13.7,6.6,72
20140915022500,21,48.3,0,0.8,2.24,340.4,18.8,0,680,13.7,13.7,13.7,6.6,72
20140915023000,21.4,48,0,0.59,2.08,318.6,61.4,0,684,13.7,13.7,13.7,6.7,72
20140915023500,21.5,48.5,0.14,1.23,2.83,107.8,57.2,0,389,13.7,13.7,13.7,6.7,72
20140915024000,21.2,49.2,0.29,1.53,3.13,127.3,18,0,374,13.7,13.7,13.7,6.5,72
20140915024500,20.9,48.7,0,1,3.13,138.3,12.9,0,285,13.7,13.7,13.7,6.5,72
20140915025000,21.1,48,0,1.07,3.28,132.7,37.4,0,243,13.7,13.8,13.8,6.6,72
20140915025500,21.2,46.1,0,1.02,2.24,77.1,76.9,0,565,13.8,13.8,13.8,6.9,72
20140915030000,21.3,46.3,0,1.33,3.43,131,21.3,0,242,13.8,13.8,13.8,6.9,72
20140915030500,21,46.2,0.44,1.54,3.43,139.7,18.5,0,226,13.7,13.8,13.8,6.9,72
20140915031000,20.9,45.5,0,1.35,3.28,115.1,24.8,0,224,13.8,13.8,13.8,7,72
20140915031500,21.1,46.8,0,1.21,2.68,126.9,19.4,0,218,13.8,13.8,13.8,6.8,72
20140915032000,21.2,46.8,0,0.22,0.74,134.1,1.2,0,333,13.8,13.8,13.8,6.8,72
20140915032500,21.8,45.6,0,0.34,1.19,105.1,73.8,0,543,13.8,13.8,13.8,7.1,72
20140915033000,21.9,46.2,0,0.5,1.79,357.5,24.4,0,540,13.8,13.8,13.8,7.1,72
20140915033500,21.3,49.2,0,1.32,2.83,347.7,18.8,0,444,13.8,13.8,13.8,6.5,72
20140915034000,21.3,50,0,0.54,2.53,288.7,20.8,0,312,13.8,13.8,13.8,6.4,72
20140915034500,21.5,48.5,0,0.53,1.79,110.5,83,0,198,13.8,13.8,13.8,6.7,72
20140915035000,21.1,47.4,0.29,1.36,2.83,107,17.6,0,159,13.8,13.8,13.8,6.7,72
20140915035500,21.1,46.9,0,1.38,2.53,133.9,10.5,0,193,13.8,13.8,13.8,6.8,72
20140915040000,21.2,46.6,0,0.7,2.38,83.3,59.9,0,235,13.8,13.8,13.8,6.9,72
20140915040500,21.4,45.7,0,0.17,1.19,157.6,0,0,269,13.8,13.8,13.8,7,72
20140915041000,21.6,45.1,0,0.5,1.49,171,7.9,0,305,13.8,13.8,13.8,7.2,72
20140915041500,21.6,45.3,0,0.43,1.34,326.5,53.8,0,282,13.8,13.8,13.8,7.1,72
